Student ID,Gender,Age,Current Course,Marks,Absences,Study Hours,Career Interest Level,Career Choice,Soft Skills,Languages Spoken
17549,Female,18,Economy,57,1,21,9,Education,Leadership,Spanish
17550,Female,23,Technology,76,0,12,5,Medical Doctor,Analytical,English
17551,Male,21,Arts,77,1,30,9,Project Management,Empathy,German
17552,Female,21,Science,76,5,30,6,Arts,Creativity,Chinese
17553,Female,24,Arts,44,4,10,6,Policy,Empathy,Spanish
17554,Female,19,Literature,45,2,29,5,Computer Science,Research,English
17555,Male,21,Science,87,4,18,5,Medical Doctor,Leadership,Spanish
17556,Female,23,Arts,46,0,12,5,Policy,Critical Thinking,Chinese
17557,Female,23,Arts,59,4,10,9,Accountancy,Decision-making,English
17558,Male,21,Economy,79,5,11,8,Arts,Problem-solving,German
17559,Female,22,Technology,95,0,11,2,Law,Research,Spanish
17560,Female,19,Technology,53,2,16,8,Project Management,Leadership,German
17561,Male,21,Science,60,3,29,7,Medical Doctor,Research,German
17562,Female,18,Literature,94,3,24,3,Policy,Adaptability,English
17563,Male,23,Economy,95,1,18,3,Medical Doctor,Decision-making,Chinese
17564,Female,24,Technology,90,4,25,3,Project Management,Leadership,Spanish
17565,Male,23,Technology,82,1,25,1,Medical Doctor,Leadership,Chinese
17566,Female,24,Technology,92,2,16,4,Medical Doctor,Analytical,English
17567,Female,18,Science,63,2,28,3,Computer Science,Time Management,Spanish
17568,Female,19,Arts,56,2,23,10,Accountancy,Leadership,Chinese
17569,Female,20,Science,95,0,28,6,Computer Science,Research,French
17570,Male,20,Science,80,0,29,3,Medical Doctor,Analytical,Chinese
17571,Male,22,Arts,45,1,13,7,Computer Science,Critical Thinking,English
17572,Male,19,Science,76,4,30,6,Medical Doctor,Problem-solving,German
17573,Female,22,Science,84,3,22,4,Arts,Patience,German
17574,Female,21,Arts,84,0,20,9,Accountancy,Adaptability,Spanish
17575,Female,19,Science,51,4,10,9,Project Management,Patience,French
17576,Female,19,Literature,75,4,14,1,Accountancy,Research,Chinese
17577,Female,18,Science,82,3,21,10,Arts,Communication,English
17578,Male,19,Arts,43,3,10,1,Policy,Research,English
17579,Female,20,Arts,92,1,11,3,Education,Critical Thinking,English
17580,Female,24,Economy,45,4,17,6,Medical Doctor,Problem-solving,Chinese
17581,Male,20,Technology,90,0,21,6,Policy,Creativity,English
17582,Male,24,Literature,64,1,27,1,Education,Adaptability,German
17583,Male,22,Arts,90,2,12,1,Accountancy,Negotiation,Spanish
17584,Female,20,Economy,94,5,26,10,Computer Science,Time Management,German
17585,Female,19,Economy,80,3,18,4,Computer Science,Teamwork,French
17586,Male,23,Technology,56,5,18,10,Computer Science,Teamwork,English
17587,Male,18,Literature,76,2,17,1,Computer Science,Creativity,German
17588,Male,22,Science,59,4,13,4,Accountancy,Empathy,Spanish
17589,Male,19,Technology,84,0,22,9,Medical Doctor,Negotiation,Spanish
17590,Male,22,Literature,49,0,19,7,Project Management,Research,English
17591,Male,21,Technology,48,4,16,5,Education,Decision-making,Chinese
17592,Female,18,Economy,82,1,22,5,Policy,Empathy,German
17593,Female,23,Literature,82,3,18,3,Arts,Decision-making,English
17594,Female,21,Literature,85,5,10,5,Arts,Time Management,French
17595,Female,22,Arts,81,0,15,4,Arts,Creativity,English
17596,Male,19,Science,60,1,16,8,Accountancy,Time Management,Chinese
17597,Male,20,Economy,94,0,28,1,Arts,Decision-making,English
17598,Male,23,Technology,67,3,19,7,Accountancy,Research,English
17599,Female,24,Economy,87,5,20,10,Project Management,Critical Thinking,Spanish
17600,Male,19,Economy,72,4,15,8,Project Management,Patience,French
17601,Male,24,Economy,67,5,17,7,Education,Empathy,German
17602,Female,18,Science,52,5,20,1,Arts,Time Management,English
17603,Female,24,Science,42,2,27,5,Accountancy,Research,Chinese
17604,Female,23,Science,57,2,15,10,Project Management,Negotiation,French
17605,Male,19,Arts,55,1,18,4,Education,Creativity,English
17606,Male,18,Economy,56,1,28,8,Law,Research,German
17607,Female,23,Arts,90,1,15,5,Computer Science,Critical Thinking,German
17608,Female,24,Economy,83,4,15,2,Law,Teamwork,English
17609,Male,24,Arts,49,1,28,4,Education,Problem-solving,German
17610,Female,20,Literature,47,5,22,5,Project Management,Problem-solving,French
17611,Male,23,Economy,43,2,26,10,Project Management,Critical Thinking,English
17612,Male,18,Literature,91,3,15,8,Accountancy,Teamwork,French
17613,Female,22,Science,75,4,25,3,Medical Doctor,Patience,Chinese
17614,Male,18,Literature,99,3,21,2,Computer Science,Communication,Chinese
17615,Male,20,Science,76,2,28,9,Law,Negotiation,Chinese
17616,Female,23,Literature,71,3,13,10,Policy,Analytical,English
17617,Female,18,Technology,88,0,17,3,Policy,Decision-making,Spanish
17618,Female,22,Economy,79,1,19,9,Computer Science,Critical Thinking,French
17619,Female,24,Science,88,2,16,1,Policy,Decision-making,English
17620,Male,18,Economy,68,1,14,9,Computer Science,Decision-making,German
17621,Male,22,Economy,77,2,21,5,Medical Doctor,Communication,English
17622,Male,18,Arts,94,1,14,10,Medical Doctor,Patience,French
17623,Female,20,Technology,97,2,12,2,Policy,Research,Chinese
17624,Female,21,Literature,73,1,18,2,Policy,Adaptability,German
17625,Male,24,Technology,92,5,29,7,Education,Leadership,Chinese
17626,Female,22,Technology,100,5,14,1,Policy,Time Management,Spanish
17627,Female,20,Technology,48,2,25,10,Project Management,Negotiation,Spanish
17628,Female,23,Economy,49,1,24,10,Computer Science,Adaptability,German
17629,Male,19,Arts,100,4,30,1,Arts,Communication,French
17630,Male,23,Economy,75,0,30,7,Accountancy,Empathy,English
17631,Male,18,Economy,57,1,15,4,Project Management,Negotiation,English
17632,Male,21,Literature,41,5,15,3,Medical Doctor,Adaptability,German
17633,Female,24,Literature,45,3,15,5,Project Management,Teamwork,Chinese
17634,Female,18,Science,98,5,26,6,Law,Problem-solving,English
17635,Female,20,Arts,42,3,13,2,Medical Doctor,Adaptability,French
17636,Male,22,Literature,41,5,21,1,Medical Doctor,Negotiation,Spanish
17637,Female,24,Arts,66,2,27,5,Education,Creativity,French
17638,Male,21,Literature,56,5,16,10,Arts,Negotiation,French
17639,Female,24,Technology,41,3,27,6,Policy,Decision-making,German
17640,Female,21,Economy,53,1,10,2,Medical Doctor,Research,English
17641,Female,20,Literature,93,1,11,6,Medical Doctor,Negotiation,German
17642,Female,21,Arts,50,2,16,4,Policy,Leadership,Chinese
17643,Male,21,Science,90,2,27,10,Project Management,Adaptability,French
17644,Male,18,Literature,48,4,30,10,Arts,Critical Thinking,Chinese
17645,Female,24,Science,49,1,18,3,Project Management,Decision-making,Chinese
17646,Female,21,Literature,88,2,10,5,Education,Teamwork,German
17647,Male,22,Arts,89,4,28,3,Law,Negotiation,Spanish
17648,Male,24,Science,85,3,14,1,Accountancy,Problem-solving,French
17649,Male,22,Science,56,4,14,10,Law,Problem-solving,Spanish
17650,Female,22,Economy,57,3,15,9,Education,Decision-making,German
17651,Male,20,Literature,85,3,26,3,Accountancy,Decision-making,Chinese
17652,Male,20,Technology,57,3,19,10,Policy,Critical Thinking,French
17653,Male,19,Economy,44,0,18,4,Accountancy,Time Management,German
17654,Male,23,Science,47,4,20,5,Law,Leadership,Chinese
17655,Male,21,Science,93,5,22,3,Arts,Problem-solving,English
17656,Male,19,Literature,92,2,30,2,Arts,Empathy,Spanish
17657,Female,23,Economy,59,0,21,9,Medical Doctor,Decision-making,French
17658,Male,19,Arts,98,0,15,1,Arts,Negotiation,Chinese
17659,Male,23,Arts,72,4,17,2,Accountancy,Empathy,Spanish
17660,Male,23,Technology,84,4,25,2,Arts,Patience,English
17661,Male,22,Economy,64,2,16,10,Computer Science,Critical Thinking,French
17662,Male,22,Literature,50,0,28,10,Policy,Adaptability,Spanish
17663,Male,24,Science,98,5,19,4,Computer Science,Critical Thinking,Chinese
17664,Male,19,Technology,51,3,19,4,Education,Creativity,French
17665,Female,24,Technology,68,0,25,4,Computer Science,Teamwork,German
17666,Male,21,Science,43,4,16,7,Policy,Teamwork,French
17667,Female,24,Science,79,0,22,1,Project Management,Negotiation,Spanish
17668,Male,18,Science,82,5,27,9,Project Management,Teamwork,French
17669,Male,19,Economy,92,4,28,8,Education,Negotiation,German
17670,Male,22,Economy,96,5,24,10,Policy,Teamwork,German
17671,Female,23,Science,61,2,22,9,Accountancy,Research,Spanish
17672,Female,19,Technology,75,2,15,2,Arts,Negotiation,Chinese
17673,Male,20,Science,68,5,11,7,Medical Doctor,Analytical,Chinese
17674,Male,23,Technology,82,2,28,5,Medical Doctor,Critical Thinking,French
17675,Male,20,Science,67,2,27,5,Project Management,Negotiation,Chinese
17676,Male,19,Economy,60,2,28,4,Policy,Research,Chinese
17677,Female,19,Economy,56,0,29,2,Law,Critical Thinking,German
17678,Male,18,Technology,78,2,19,10,Policy,Patience,French
17679,Female,19,Literature,80,0,16,6,Project Management,Empathy,Chinese
17680,Female,23,Economy,64,5,12,2,Accountancy,Adaptability,Spanish
17681,Male,24,Economy,99,3,23,9,Education,Negotiation,French
17682,Female,23,Technology,52,2,27,3,Policy,Research,Chinese
17683,Female,22,Economy,47,5,23,4,Project Management,Analytical,English
17684,Male,23,Literature,97,5,10,1,Arts,Empathy,German
17685,Male,19,Science,67,5,20,6,Arts,Empathy,Chinese
17686,Female,19,Arts,60,0,10,9,Policy,Empathy,English
17687,Female,23,Technology,82,2,14,2,Arts,Leadership,German
17688,Male,24,Economy,41,4,24,6,Policy,Research,Spanish
17689,Female,18,Economy,59,5,20,3,Computer Science,Decision-making,French
17690,Male,22,Science,65,1,20,9,Education,Critical Thinking,Spanish
17691,Male,19,Science,99,5,23,6,Arts,Communication,English
17692,Female,19,Arts,45,2,20,2,Accountancy,Creativity,French
17693,Female,18,Literature,53,1,18,4,Policy,Negotiation,Chinese
17694,Female,19,Technology,57,1,24,7,Medical Doctor,Negotiation,French
17695,Male,20,Arts,40,0,22,3,Law,Time Management,Spanish
17696,Female,23,Science,48,2,29,5,Project Management,Time Management,Spanish
17697,Male,19,Literature,54,4,23,9,Education,Decision-making,German
17698,Male,19,Economy,44,1,23,3,Accountancy,Communication,English
17699,Female,18,Technology,40,5,26,7,Law,Empathy,Spanish
17700,Male,24,Economy,91,3,25,5,Arts,Time Management,Spanish
17701,Female,24,Technology,84,1,29,4,Law,Communication,German
17702,Male,23,Economy,72,3,10,7,Accountancy,Time Management,German
17703,Male,21,Science,89,4,23,7,Medical Doctor,Analytical,Chinese
17704,Female,18,Science,70,1,26,4,Arts,Creativity,French
17705,Female,20,Literature,44,3,10,9,Arts,Negotiation,German
17706,Male,23,Technology,91,4,21,9,Accountancy,Adaptability,Spanish
17707,Female,20,Arts,47,0,14,4,Policy,Adaptability,German
17708,Female,18,Literature,74,5,16,2,Project Management,Problem-solving,English
17709,Male,24,Arts,82,3,12,5,Accountancy,Adaptability,French
17710,Female,20,Arts,51,4,14,2,Computer Science,Research,German
17711,Male,22,Literature,97,5,10,3,Arts,Creativity,German
17712,Male,24,Technology,79,1,24,5,Medical Doctor,Patience,Spanish
17713,Male,18,Economy,91,4,26,4,Law,Communication,Chinese
17714,Female,21,Arts,63,4,17,2,Law,Leadership,Chinese
17715,Male,20,Arts,43,5,17,5,Project Management,Empathy,Spanish
17716,Female,21,Arts,56,5,18,1,Project Management,Negotiation,Chinese
17717,Male,18,Technology,75,1,18,4,Computer Science,Adaptability,Spanish
17718,Female,23,Arts,71,1,28,5,Law,Patience,German
17719,Female,20,Science,53,2,14,1,Computer Science,Time Management,French
17720,Male,19,Science,59,2,30,2,Policy,Creativity,German
17721,Female,19,Technology,54,1,12,3,Law,Creativity,French
17722,Male,18,Technology,93,5,18,7,Policy,Time Management,English
17723,Female,24,Literature,80,0,22,1,Accountancy,Time Management,Chinese
17724,Female,21,Arts,61,2,30,7,Arts,Critical Thinking,Spanish
17725,Male,21,Economy,80,4,23,9,Accountancy,Problem-solving,Chinese
17726,Female,20,Economy,100,0,11,2,Policy,Communication,Spanish
17727,Male,23,Technology,96,0,30,5,Accountancy,Communication,Spanish
17728,Male,24,Literature,50,0,16,4,Computer Science,Teamwork,French
17729,Female,23,Economy,57,2,29,2,Arts,Problem-solving,French
17730,Male,21,Literature,45,1,26,2,Law,Decision-making,French
17731,Female,23,Science,75,3,19,3,Project Management,Adaptability,Spanish
17732,Female,19,Literature,57,3,18,7,Education,Empathy,English
17733,Male,21,Economy,99,0,12,8,Computer Science,Teamwork,Chinese
17734,Female,19,Science,75,0,20,7,Arts,Critical Thinking,German
17735,Male,24,Economy,61,2,29,9,Education,Negotiation,French
17736,Male,24,Science,96,3,28,4,Education,Analytical,Spanish
17737,Male,20,Technology,89,1,12,8,Arts,Research,French
17738,Female,23,Technology,88,4,28,2,Education,Teamwork,Spanish
17739,Male,24,Economy,53,0,15,1,Medical Doctor,Leadership,English
17740,Female,19,Literature,83,5,25,3,Law,Teamwork,Chinese
17741,Female,21,Economy,95,3,15,9,Arts,Negotiation,German
17742,Male,23,Technology,80,3,14,4,Medical Doctor,Empathy,German
17743,Female,18,Science,65,2,13,8,Accountancy,Creativity,English
17744,Female,23,Technology,54,4,11,8,Medical Doctor,Patience,German
17745,Male,23,Science,86,1,21,5,Education,Time Management,French
17746,Male,21,Arts,78,2,19,10,Law,Decision-making,Chinese
17747,Female,18,Arts,45,3,29,3,Computer Science,Research,French
17748,Male,22,Economy,79,1,12,9,Accountancy,Creativity,Spanish
17749,Male,18,Economy,68,3,13,2,Law,Creativity,Chinese
17750,Male,24,Science,71,1,20,4,Education,Critical Thinking,Chinese
17751,Male,22,Technology,94,4,15,4,Arts,Communication,English
17752,Male,22,Literature,89,0,10,4,Project Management,Research,German
17753,Male,22,Science,58,4,30,2,Arts,Critical Thinking,Spanish
17754,Male,24,Economy,90,3,12,6,Law,Patience,English
17755,Male,20,Arts,54,2,17,7,Project Management,Critical Thinking,French
17756,Male,24,Science,86,5,21,4,Education,Analytical,Spanish
17757,Male,20,Science,66,0,14,3,Computer Science,Analytical,French
17758,Male,19,Economy,48,0,26,8,Law,Leadership,Chinese
17759,Female,22,Technology,62,0,24,5,Law,Communication,Chinese
17760,Male,21,Economy,73,3,29,6,Medical Doctor,Negotiation,French
17761,Female,24,Literature,50,0,28,7,Accountancy,Research,English
17762,Male,24,Technology,88,3,13,3,Accountancy,Leadership,Spanish
17763,Male,22,Technology,54,3,15,4,Law,Decision-making,German
17764,Female,20,Economy,51,3,19,10,Education,Research,Spanish
17765,Female,19,Technology,66,4,24,4,Policy,Decision-making,Chinese
17766,Female,22,Science,52,3,28,9,Medical Doctor,Teamwork,French
17767,Female,18,Economy,100,2,30,10,Medical Doctor,Critical Thinking,Chinese
17768,Female,20,Literature,51,2,28,6,Law,Time Management,Spanish
17769,Female,21,Technology,94,0,17,4,Accountancy,Research,Chinese
17770,Male,23,Economy,96,3,13,8,Accountancy,Research,Chinese
17771,Male,23,Economy,91,1,10,8,Medical Doctor,Problem-solving,English
17772,Female,21,Arts,44,4,25,4,Accountancy,Adaptability,English
17773,Female,19,Technology,87,5,11,1,Policy,Patience,Spanish
17774,Female,20,Science,51,4,14,7,Project Management,Teamwork,English
17775,Female,18,Economy,84,1,17,8,Project Management,Negotiation,English
17776,Female,20,Economy,84,2,11,1,Project Management,Decision-making,Spanish
17777,Male,21,Literature,85,0,24,8,Policy,Teamwork,Chinese
17778,Male,21,Economy,46,3,28,6,Medical Doctor,Leadership,Chinese
17779,Male,19,Arts,42,1,24,10,Project Management,Research,French
17780,Female,20,Literature,62,1,10,9,Computer Science,Negotiation,English
17781,Female,22,Science,77,4,13,5,Accountancy,Time Management,French
17782,Female,21,Technology,61,2,22,7,Computer Science,Negotiation,Spanish
17783,Male,20,Science,74,1,20,2,Education,Problem-solving,English
17784,Female,22,Arts,96,5,25,5,Accountancy,Research,French
17785,Female,22,Literature,73,5,16,3,Accountancy,Critical Thinking,Spanish
17786,Male,20,Technology,60,2,15,6,Computer Science,Critical Thinking,German
17787,Female,19,Literature,98,5,21,5,Accountancy,Teamwork,German
17788,Female,19,Arts,93,3,10,2,Accountancy,Patience,English
17789,Female,22,Literature,96,1,25,6,Medical Doctor,Teamwork,French
17790,Female,21,Literature,45,5,28,2,Law,Creativity,Chinese
17791,Male,23,Economy,69,2,12,2,Project Management,Research,German
17792,Female,24,Literature,88,0,10,6,Project Management,Research,English
17793,Male,22,Economy,62,2,29,10,Accountancy,Adaptability,Chinese
17794,Male,18,Arts,96,0,25,1,Education,Creativity,English
17795,Female,21,Literature,84,5,27,2,Law,Negotiation,Spanish
17796,Female,21,Economy,45,5,20,9,Computer Science,Patience,French
17797,Female,19,Literature,94,0,25,5,Arts,Teamwork,Spanish
17798,Male,23,Technology,94,5,21,1,Accountancy,Teamwork,German
17799,Male,24,Science,52,1,13,4,Medical Doctor,Decision-making,French
17800,Female,22,Technology,54,3,11,3,Education,Empathy,German
17801,Male,19,Technology,43,0,30,5,Policy,Negotiation,Chinese
17802,Female,21,Technology,96,3,16,3,Accountancy,Problem-solving,Spanish
17803,Female,19,Technology,69,3,29,3,Medical Doctor,Decision-making,English
17804,Male,18,Arts,83,5,19,8,Education,Creativity,English
17805,Female,23,Literature,92,5,17,8,Medical Doctor,Patience,Chinese
17806,Male,19,Science,74,1,18,9,Arts,Time Management,German
17807,Female,18,Economy,43,5,28,9,Medical Doctor,Communication,Chinese
17808,Female,20,Economy,64,4,12,4,Law,Leadership,Chinese
17809,Male,22,Economy,92,0,18,7,Law,Leadership,Chinese
17810,Female,23,Economy,99,4,15,9,Education,Research,French
17811,Male,23,Economy,87,4,13,3,Education,Problem-solving,French
17812,Female,24,Science,97,2,17,4,Education,Adaptability,German
17813,Female,24,Science,44,2,19,4,Policy,Negotiation,German
17814,Female,24,Economy,65,0,14,4,Medical Doctor,Adaptability,Chinese
17815,Female,23,Technology,67,4,10,8,Arts,Adaptability,German
17816,Female,18,Economy,95,2,22,9,Accountancy,Adaptability,French
17817,Female,23,Arts,46,4,22,8,Policy,Problem-solving,Chinese
17818,Female,23,Economy,69,0,29,8,Arts,Leadership,Chinese
17819,Male,24,Technology,46,5,17,5,Education,Adaptability,English
17820,Female,18,Literature,86,0,11,1,Medical Doctor,Decision-making,French
17821,Male,21,Technology,67,0,20,4,Accountancy,Leadership,French
17822,Female,24,Technology,97,4,19,2,Accountancy,Adaptability,German
17823,Female,22,Economy,73,2,12,6,Medical Doctor,Negotiation,German
17824,Male,23,Economy,61,2,18,8,Medical Doctor,Leadership,French
17825,Male,18,Science,55,2,24,9,Education,Research,French
17826,Male,21,Economy,48,3,19,2,Computer Science,Problem-solving,Spanish
17827,Male,19,Economy,89,4,14,6,Law,Empathy,Chinese
17828,Male,22,Literature,68,4,20,2,Computer Science,Decision-making,French
17829,Male,20,Literature,81,3,14,2,Computer Science,Teamwork,Spanish
17830,Female,22,Science,76,0,15,2,Computer Science,Problem-solving,French
17831,Male,22,Technology,51,3,17,8,Policy,Communication,Chinese
17832,Female,21,Literature,48,4,12,1,Accountancy,Leadership,German
17833,Female,24,Science,64,0,12,7,Arts,Critical Thinking,French
17834,Male,19,Economy,62,5,26,7,Project Management,Patience,French
17835,Male,20,Science,94,0,23,8,Computer Science,Decision-making,English
17836,Female,22,Literature,62,1,20,1,Computer Science,Teamwork,English
17837,Male,19,Technology,99,5,22,8,Policy,Creativity,Chinese
17838,Male,22,Literature,57,4,21,5,Accountancy,Research,English
17839,Male,18,Economy,52,5,25,9,Accountancy,Empathy,Spanish
17840,Female,23,Science,94,3,15,3,Accountancy,Research,German
17841,Male,19,Technology,60,1,12,3,Computer Science,Time Management,French
17842,Male,21,Technology,73,3,15,8,Project Management,Teamwork,Chinese
17843,Female,19,Arts,69,2,22,7,Arts,Creativity,German
17844,Male,21,Science,60,3,21,7,Project Management,Analytical,Chinese
17845,Male,18,Arts,69,0,13,2,Accountancy,Time Management,Spanish
17846,Male,19,Arts,60,3,11,1,Computer Science,Communication,French
17847,Male,21,Arts,45,5,19,8,Medical Doctor,Empathy,Spanish
17848,Female,18,Literature,87,2,10,1,Accountancy,Adaptability,English
17849,Male,20,Technology,42,3,13,8,Policy,Analytical,Chinese
17850,Male,23,Literature,69,4,17,9,Law,Creativity,German
17851,Male,23,Economy,85,2,13,5,Arts,Teamwork,Chinese
17852,Male,23,Arts,70,3,16,9,Arts,Decision-making,Spanish
17853,Female,22,Economy,46,5,29,10,Law,Analytical,German
17854,Male,22,Literature,94,4,17,6,Policy,Teamwork,French
17855,Male,18,Economy,96,5,29,1,Medical Doctor,Leadership,German
17856,Male,19,Arts,47,4,25,10,Computer Science,Leadership,French
17857,Male,19,Literature,87,4,24,2,Arts,Research,Spanish
17858,Male,21,Technology,87,1,28,9,Law,Creativity,Spanish
17859,Male,22,Literature,54,2,12,3,Accountancy,Negotiation,English
17860,Female,19,Science,64,4,19,9,Arts,Critical Thinking,German
17861,Female,22,Technology,44,3,29,5,Law,Patience,German
17862,Male,20,Science,70,0,30,3,Education,Leadership,Chinese
17863,Male,23,Science,97,5,20,8,Education,Decision-making,Spanish
17864,Female,18,Technology,50,1,29,1,Project Management,Critical Thinking,German
17865,Female,22,Economy,61,0,14,5,Accountancy,Time Management,Chinese
17866,Female,22,Economy,82,4,28,5,Policy,Teamwork,French
17867,Male,18,Literature,98,4,17,6,Law,Adaptability,German
17868,Male,24,Economy,78,3,17,9,Project Management,Patience,Chinese
17869,Female,21,Economy,43,5,18,7,Accountancy,Communication,Chinese
17870,Male,23,Arts,85,4,29,1,Project Management,Communication,Spanish
17871,Female,24,Science,68,0,12,8,Arts,Negotiation,German
17872,Female,21,Science,78,0,12,6,Computer Science,Patience,English
17873,Female,21,Arts,60,3,11,10,Computer Science,Teamwork,English
17874,Female,24,Arts,70,1,29,6,Computer Science,Communication,Spanish
17875,Female,24,Technology,91,5,12,9,Accountancy,Communication,French
17876,Male,19,Economy,85,1,12,1,Policy,Decision-making,French
17877,Male,18,Technology,76,2,10,8,Project Management,Creativity,English
17878,Male,23,Technology,77,4,13,2,Education,Leadership,German
17879,Female,18,Economy,56,2,20,4,Computer Science,Time Management,Spanish
17880,Male,24,Arts,97,0,25,10,Computer Science,Research,French
17881,Female,21,Literature,64,2,26,8,Policy,Research,Spanish
17882,Male,19,Economy,78,0,12,3,Medical Doctor,Problem-solving,English
17883,Male,23,Science,87,0,28,7,Medical Doctor,Problem-solving,Spanish
17884,Female,19,Literature,72,0,22,7,Accountancy,Research,Chinese
17885,Male,19,Science,76,2,11,6,Education,Critical Thinking,French
17886,Female,21,Technology,71,5,14,9,Law,Problem-solving,French
17887,Male,20,Arts,69,1,16,10,Project Management,Time Management,English
17888,Male,23,Arts,43,2,12,5,Education,Creativity,English
17889,Female,22,Arts,69,4,14,7,Computer Science,Adaptability,English
17890,Female,20,Literature,55,2,28,2,Law,Research,English
17891,Female,18,Literature,63,3,14,1,Accountancy,Research,German
17892,Female,18,Economy,65,3,20,9,Education,Empathy,Spanish
17893,Female,19,Arts,84,2,28,3,Medical Doctor,Leadership,English
17894,Female,20,Science,73,3,10,5,Computer Science,Creativity,German
17895,Male,24,Science,88,0,18,10,Policy,Research,English
17896,Male,21,Science,61,2,29,4,Education,Problem-solving,Chinese
17897,Male,18,Technology,99,0,25,3,Education,Time Management,French
17898,Male,20,Literature,90,0,21,4,Medical Doctor,Critical Thinking,French
17899,Female,20,Economy,59,1,20,3,Accountancy,Analytical,German
17900,Female,24,Technology,68,4,26,7,Computer Science,Negotiation,English
17901,Male,22,Economy,88,4,17,2,Education,Critical Thinking,French
17902,Male,22,Literature,68,4,18,4,Accountancy,Problem-solving,English
17903,Female,21,Science,43,4,23,5,Policy,Problem-solving,English
17904,Male,22,Economy,56,3,21,5,Law,Patience,German
17905,Female,22,Literature,70,2,27,5,Medical Doctor,Adaptability,Spanish
17906,Male,18,Technology,57,2,22,2,Project Management,Decision-making,French
17907,Female,22,Arts,97,5,11,9,Computer Science,Negotiation,French
17908,Female,24,Arts,84,2,11,10,Law,Research,Spanish
17909,Male,22,Economy,87,5,23,6,Accountancy,Critical Thinking,English
17910,Male,21,Literature,69,1,10,8,Computer Science,Critical Thinking,Spanish
17911,Female,21,Arts,90,5,23,5,Project Management,Negotiation,Spanish
17912,Female,23,Economy,90,3,14,5,Accountancy,Communication,German
17913,Female,24,Literature,88,0,17,5,Medical Doctor,Analytical,Spanish
17914,Female,22,Science,94,3,27,3,Medical Doctor,Research,Chinese
17915,Female,20,Literature,45,5,28,5,Policy,Time Management,English
17916,Female,19,Economy,66,3,25,6,Education,Critical Thinking,French
17917,Female,21,Economy,51,1,25,8,Project Management,Time Management,English
17918,Male,21,Technology,54,2,21,9,Arts,Analytical,English
17919,Male,23,Arts,40,0,30,8,Computer Science,Patience,Chinese
17920,Female,19,Economy,74,3,23,6,Education,Research,Chinese
17921,Female,19,Arts,41,0,24,2,Computer Science,Decision-making,German
17922,Male,24,Arts,43,4,27,6,Education,Analytical,English
17923,Male,24,Science,98,5,24,7,Computer Science,Creativity,Spanish
17924,Male,21,Economy,68,2,14,6,Law,Communication,French
17925,Male,24,Technology,100,4,21,2,Policy,Leadership,English
17926,Male,21,Arts,50,1,12,9,Arts,Decision-making,German
17927,Male,21,Arts,100,1,26,3,Medical Doctor,Negotiation,French
17928,Female,23,Science,65,5,25,9,Project Management,Research,Chinese
17929,Female,19,Literature,74,4,24,3,Accountancy,Leadership,German
17930,Female,23,Science,75,3,26,7,Computer Science,Decision-making,French
17931,Male,18,Economy,65,3,23,2,Arts,Critical Thinking,German
17932,Male,19,Arts,81,3,28,5,Policy,Leadership,Chinese
17933,Male,24,Economy,94,1,16,4,Policy,Adaptability,Chinese
17934,Female,19,Literature,52,4,12,3,Computer Science,Creativity,Spanish
17935,Male,19,Arts,59,5,19,2,Law,Decision-making,Spanish
17936,Male,19,Economy,71,4,12,2,Arts,Negotiation,German
17937,Male,18,Economy,49,2,23,2,Law,Adaptability,English
17938,Male,21,Arts,91,4,25,5,Project Management,Communication,Chinese
17939,Female,19,Technology,93,0,26,9,Arts,Empathy,French
17940,Female,24,Science,77,5,16,8,Medical Doctor,Problem-solving,Chinese
17941,Male,23,Literature,85,1,13,8,Policy,Communication,Chinese
17942,Male,18,Science,65,3,11,9,Medical Doctor,Critical Thinking,English
17943,Female,19,Science,64,1,29,6,Law,Time Management,Chinese
17944,Female,20,Literature,97,3,29,9,Accountancy,Problem-solving,French
17945,Male,22,Literature,75,4,24,1,Computer Science,Patience,French
17946,Male,20,Literature,43,1,18,2,Computer Science,Research,English
17947,Male,21,Literature,94,2,10,10,Computer Science,Negotiation,German
17948,Male,20,Arts,49,4,16,6,Accountancy,Creativity,Chinese
17949,Female,22,Literature,85,4,23,9,Law,Decision-making,French
17950,Female,18,Economy,70,0,26,1,Medical Doctor,Leadership,Spanish
17951,Male,24,Technology,58,0,23,5,Law,Empathy,Spanish
17952,Male,23,Economy,59,4,29,7,Computer Science,Analytical,French
17953,Female,19,Economy,97,4,11,8,Arts,Patience,English
17954,Female,23,Technology,73,5,24,1,Education,Patience,German
17955,Female,20,Arts,71,4,21,7,Computer Science,Time Management,German
17956,Female,20,Technology,85,0,21,6,Arts,Leadership,English
17957,Male,24,Economy,45,5,30,8,Law,Problem-solving,French
17958,Female,19,Economy,61,0,11,9,Education,Negotiation,Chinese
17959,Female,18,Literature,57,5,22,3,Law,Decision-making,German
17960,Female,18,Economy,45,4,12,6,Education,Time Management,German
17961,Male,22,Economy,99,5,21,7,Project Management,Empathy,English
17962,Male,22,Technology,82,1,18,4,Education,Negotiation,English
17963,Female,22,Economy,59,2,16,4,Policy,Problem-solving,French
17964,Female,21,Arts,79,3,23,6,Education,Decision-making,German
17965,Male,21,Science,55,1,19,10,Accountancy,Patience,Chinese
17966,Male,22,Technology,45,4,22,5,Accountancy,Patience,German
